episode,step,score,best_score
616,4354,16.313409768686896,62.019176973224624
617,4359,16.313409768686896,62.019176973224624
618,4363,16.313409768686896,62.019176973224624
619,4368,17.88406145920085,43.31769854592501
620,4372,16.313409768686896,62.019176973224624
621,4376,16.313409768686896,62.019176973224624
622,4380,16.313409768686896,62.019176973224624
623,4385,20.92130846879732,37.64514473294842
624,4391,22.83920912696651,30.415408454306494
625,4395,16.313409768686896,62.019176973224624
626,4399,16.313409768686896,62.019176973224624
627,4403,16.313409768686896,62.019176973224624
628,4407,16.313409768686896,62.019176973224624
629,4411,16.313409768686896,62.019176973224624
630,4415,16.313409768686896,62.019176973224624
631,4419,16.313409768686896,62.019176973224624
632,4423,16.313409768686896,62.019176973224624
633,4427,16.313409768686896,62.019176973224624
634,4431,16.313409768686896,62.019176973224624
635,4437,19.94142572196604,25.630430699266935
636,4441,16.313409768686896,62.019176973224624
637,4445,16.313409768686896,62.019176973224624
638,4449,16.313409768686896,62.019176973224624
639,4454,16.313409768686896,62.019176973224624
640,4458,16.313409768686896,62.019176973224624
641,4462,16.313409768686896,62.019176973224624
642,4466,16.313409768686896,62.019176973224624
643,4470,16.313409768686896,62.019176973224624
644,4474,16.313409768686896,62.019176973224624
645,4478,16.313409768686896,62.019176973224624
646,4484,17.884061459200836,43.317698545925
647,4491,17.884061459200836,62.019176973224624
648,4495,16.313409768686896,62.019176973224624
649,4500,16.313409768686896,62.019176973224624
650,4504,16.313409768686896,62.019176973224624
651,4508,16.313409768686896,62.019176973224624
652,4512,16.313409768686896,62.019176973224624
653,4518,16.313409768686896,62.019176973224624
654,4522,16.313409768686896,62.019176973224624
655,4527,16.313409768686896,62.019176973224624
656,4531,16.313409768686896,62.019176973224624
657,4536,16.313409768686896,62.019176973224624
658,4540,16.313409768686896,62.019176973224624
659,4544,16.313409768686896,62.019176973224624
660,4548,16.313409768686896,62.019176973224624
661,4552,16.313409768686896,62.019176973224624
662,4556,16.313409768686896,62.019176973224624
663,4560,16.313409768686896,62.019176973224624
664,4564,16.313409768686896,62.019176973224624
665,4568,16.313409768686896,62.019176973224624
666,4573,20.92130846879732,36.91843960178949
